score,review,url,title,y
5,맛있게 잘 먹었습니다~,https://place.map.kakao.com/25038747,거대갈비,1
5,"듣던 명성대로 맛있네요 예약전화 연결 잘 안돼서 당일 방문했더니 대기가 길다고ㅜㅜ 두시간 정도 걸릴수 있다고 했지만 다행히 50분만에 전화와서 바로 들어가 먹을수 있었어요.  착한 가격은 아니지만, 충분히 밑반찬 맛있고, 고기는 두말할거 없어, 구워주시는 정성까지.. 제값 하는거 같아요. 부산 여행가면 주변에 유명한 집 자주 갔었는데, 앞으로는 여기로 더 ...",https://place.map.kakao.com/25038747,거대갈비,1
3,Korean Beef,https://place.map.kakao.com/25038747,거대갈비,0
4,이름대로 갈비맛집임 갈빗살도 아주 맛남 등심은 더 싸고 더 맛있는 곳이 분명히 있음,https://place.map.kakao.com/25038747,거대갈비,1
3,"음..  서울에서 놀러왔다가 유명하다길래 한번가봤음. 육질이 부드럽고 숯향이 좋지만 평소 좋은고기, 맛있는 고기 많이 먹어본 우리에겐 눈이 번쩍뜨일맛 까진 아니었음ㅎㅎ 생갈비, 참진살, 양념갈비 먹었는데 셋다 식감 부드러운게 가장 강점이고 거기까지였던듯ㅎㅎ 남편도 부산산다면 손님들 모시고 오거나 이러기엔 깔끔하고 고급스러워서 오겠지만 개인적으로는 또올거같진...",https://place.map.kakao.com/25038747,거대갈비,0
5,,https://place.map.kakao.com/14666417,외식일번가 부산본점,1
5,20번은온것같음... ,https://place.map.kakao.com/14666417,외식일번가 부산본점,1
1,직원들이 매우 불친절 합니다. (찍어먹게) 소금좀 달라고 하니 아무말 없이 고기위에 슥 뿌리고 가질않나..그가격내고 다시 가고싶은 마음은 없습니다,https://place.map.kakao.com/14666417,외식일번가 부산본점,0
5,좋아요,https://place.map.kakao.com/14666417,외식일번가 부산본점,1
3,,https://place.map.kakao.com/14666417,외식일번가 부산본점,0
4,모임에 예약하고 가기 좋을것같아요. 맛도 기대이상,https://place.map.kakao.com/807850458,식당3선 센텀점,1
5,22시까지임,https://place.map.kakao.com/807850458,식당3선 센텀점,1
5,진짜 맛있다,https://place.map.kakao.com/807850458,식당3선 센텀점,1
5,주차장 넓고 음식 깔끔합니다.,https://place.map.kakao.com/807850458,식당3선 센텀점,1
3,,https://place.map.kakao.com/807850458,식당3선 센텀점,0
4,가족끼리 외식하기에 넘 좋았어요 고기종류도 많구 맛도 있네요 ㅎㅎ 직원분들도친절하더라두요,https://place.map.kakao.com/17039688,외식1번가 연제점,1
5,"부모님 생신 비롯 가족 모임 행사에 부담없이 즐길 수 있는 곳입니다. 그만큼 훈훈한 에피소드들이 많이 있었으되, 일례로 일전에 저희 테이블 전 손님의 두고가신 물품 챙겨드렸더니, 매니저님께서 감사하다는 말씀과 함께 와인도 서비스로 주시고, 늘 가족처럼 포근한 서비스로 대해주셔서 늘 감사드립니다. 바쁘신 와중에도 불편한 점은 없는지 소리소문없이 지켜보시다가 ...",https://place.map.kakao.com/17039688,외식1번가 연제점,1
2,참 더러워서 ~  후식 꼴랑 주는데 예약을하면 공짜 그냥 달라면  돈내라네~ 사장은 놀고있냐? 직원관리를 어떻게 하는거냐~~,https://place.map.kakao.com/17039688,외식1번가 연제점,0
3,,https://place.map.kakao.com/17039688,외식1번가 연제점,0
4,나름 맛있어요,https://place.map.kakao.com/17039688,외식1번가 연제점,1
5,부산 최고의 갈비탕 맛집. 가격은 조금 비싼데 그만큼 양이 많음.,https://place.map.kakao.com/374603357,호포갈비 문현점,1
1,판매점은 전화도 안받음. 2층 직원들에비해 1층 판매직원은 불친절하기 짝이 없음 질문하면 되돌아오는 냉냉함과 눈빛  알아서 택배포장해서 계산하고 송장쓰고 이러려면 택배 하지마세요. 돈다내는데 거지 취급 ,https://place.map.kakao.com/374603357,호포갈비 문현점,0
1,와 갈비살이 이렇게 질긴데는 또 인생 처음이네여. 왠만하면 씹다 그냥 넘겨버리는데. 도저히 씹을수가. 한팩이 전체가 그래서 그냥 버리고 오고 싶지만 없는 형편이라 포장은 했는데.. 먹을수 있을지..,https://place.map.kakao.com/374603357,호포갈비 문현점,0
5,,https://place.map.kakao.com/374603357,호포갈비 문현점,1
3,나쁘지 않았어요,https://place.map.kakao.com/374603357,호포갈비 문현점,0
4,가족 회식하기에 좋은 곳,https://place.map.kakao.com/13305321,세연정 동래점,1
4,런치 가성비 굿,https://place.map.kakao.com/13305321,세연정 동래점,1
1,불친절함,https://place.map.kakao.com/13305321,세연정 동래점,0
3,"16년 전에 정직원으로 일했는데 손님이 너무 많았던 식당(안 가본 지 10년이 넘어서 요즘은 모르겠음) 아래 사진에도 보면 알 수 있지만 돌아서면 이만큼씩 설거지가 들어오던 식당!!! 그땐 테이블이 대충 70개 테이블이라서 1분 간격으로 띵동 띵동 거리고 주문받는 와중에 다른 데서 띵~동~, 띵~동~주문받고 있어서 안 가면 계속 띵~동~, 띵~동~ 눌러대서...",https://place.map.kakao.com/13305321,세연정 동래점,0
1,걍뵬로 ,https://place.map.kakao.com/13305321,세연정 동래점,0
2,포장배달주문에 집중하는지 홀 방문 착석 주문 후 40분넘게 기다려 겨우 식사를 할 수 있었음 직원호출해서 말해도 소용없음 아무리 주말인걸 감안해도 주문 후  40분 대기면 좀 심하지 않나? 직원을 늘리던가 하셔야지..,https://place.map.kakao.com/182474586,풍원장고기정찬,0
5,맛있네요,https://place.map.kakao.com/182474586,풍원장고기정찬,1
5,풍원장은 고기정찬도 괜찮네요. 디너오픈타임 맞춰 일찍 갔더니 룸에 앉을수 있어 조용하고 이야기하기 좋았습니다. 음식도 정갈하고 직원분도 친절하시며 서비스 좋았습니다. 양 적어보이지만 다 먹고나니 배불렀네요. 조용하게 모임하기에 좋은것 같아요.,https://place.map.kakao.com/182474586,풍원장고기정찬,1
5,죤맛,https://place.map.kakao.com/182474586,풍원장고기정찬,1
5,고기 다 구워주니 편하죠. 반찬들도 다 맛있습니다,https://place.map.kakao.com/182474586,풍원장고기정찬,1
1,"100g 43000원 이라는 가격에 기대하고 갔는데, 고급 한우에 수입육 스테이크에 뿌리는 모트리올 시즈닝 같은 향신료를 뿌려 내 준다.  대체 왜 이러지? 뭘 감추려고? 하는 느낌이 든다. 적어도 고객에게 물어나 보고 향신료 뿌려야 하지 않나? 고기도 버터를 바른 듯 한데 왜 이렇게 파는지 ",https://place.map.kakao.com/1339836385,갈비곳간,0
2,댓글.. 못믿습니다!! 표기된 모든 고기는 100g 가격입니다 한우는 꽃갈비랑 안심 외 미국산입니다. 강남 유명한 한우집이 싸게 느껴지는 기분은 왜 인지..  ,https://place.map.kakao.com/1339836385,갈비곳간,0
5,,https://place.map.kakao.com/1339836385,갈비곳간,1
4,사미헌 하고 같은 프랜차이즈 같은데... 넘 친절하고 좋은데 음식 맛이 사미헌 보다 못함 ㅜ 주방장 차이인가... 직원들은 친절해용,https://place.map.kakao.com/1339836385,갈비곳간,1
5,회식차 방문하였는데 분위기도 좋고 쾌적한 환경이였어요~   고기는 안심 이용 했는데 정말 고기 맛집!!!   직원들 하나하나 친절하고 바빳는데도 잘 응대 해주시고!!!   다음에 부모님이랑 또 방문 의사 있어요~,https://place.map.kakao.com/1339836385,갈비곳간,1
4,갈비탕 괜찮음 근데 조올라 비쌈,https://place.map.kakao.com/8285082,대궐안집,1
1,갈비탕에 고기에 돌이인노 찔기고 국물도 신겁고  졸라 비싸네,https://place.map.kakao.com/8285082,대궐안집,0
2,아니.. 이게 무슨 16000원이죠...실망했어요 후기는 왤캐 좋은건지 이해도 안가네요... 사람마다 입맛은 다르지만 저는 별로였어요 반찬도 깍두기 마늘종 양파장아찌 세개 달랑 나오는데 반찬도 맛있는지도 모르겠구 갈비탕도 깊은맛도안나고 고기도 부드럽지않고  하....ㅠㅠ,https://place.map.kakao.com/8285082,대궐안집,0
5,아랫분.. 14일 지나야 백신패스 인정되는거임  뭘 또 화까지 내구 그래~,https://place.map.kakao.com/8285082,대궐안집,1
1,1점도 주기 짜증이 나네요 지배인이라는 인간은 무슨생각인지 모르겠네요 제가 코로나백신 3차 접종한지 14일이 안되서 출입이 안된다고 하네요  정말 화가나서 씁니다 ,https://place.map.kakao.com/8285082,대궐안집,0
1,고기값 터무니없이 비싸며 무슨맛인지 모르는곳이네요 미국산 소고기인데 국내산 한우를 능가하는 고기가격의 책정기준이 궁금하네요 앞으론 절대 가지 않을곳이네요 ,https://place.map.kakao.com/860549321,명품외식육면정,0
1,무한리필집 맛 쓰레기입니다 가격올리고 맛은 줄이고  별 하나도 아까워요 코스트코에서 파는 손질 안된 고기보다 맛없어요. 근데 가격은 한우 뺨치는 가격에 화면으로 주문해야하는데 그람수도 안나와있음 가격이야 상관없는데 맛이 정말 없어요. 소고기가 왜 고소한 맛이 안나지  정말 진짜 이렇게 맛없는 고기 첨 먹어본다 심지어 갈비살인데 갈비살이 뭐이리 싱거워요? 진...,https://place.map.kakao.com/860549321,명품외식육면정,0
5,,https://place.map.kakao.com/860549321,명품외식육면정,1
5,,https://place.map.kakao.com/860549321,명품외식육면정,1
1,"정말 더러워요. 위생상태 불량! 테이블과 테이블 사이의 눈높이 가림막에 먼지가 뿌얘요.   어버이날 방문했는데 네이버 예약하고 갔음에도 불구하고, 서서 40분이나 추가로 웨이팅했어요.  직원 말로는 예약 후 식당에 도착한 시간부터 번호순을 매겨 입장한다고 합니다. 그마저도 몇 명이서 왔느냐에 따라 또 입장 순서가 달라요.  부모님 모시고 가서 서서 40분이...",https://place.map.kakao.com/860549321,명품외식육면정,0
5,애기 좌석도 챙겨줘서 생큐,https://place.map.kakao.com/11266313,외식1번가 해운대점,1
1,‼️올해 최악의 식당임ㅋㅋㅋ‼️  위생 너무 더럽고 음식접시 둘째치고 앞접시에는 고춧가루 묻어있고 수저는 찐득거려림.    직원들이 지 오더도 제대로 못받고 벨을 아무리 눌려도 안와서 그냥 직접 불러야함    돈주고 서비스는 못받고 음식도 시켰는데 제대로 먹지도 못하고 스트레스를 비싼값주고 사왔음... 이딴식으로 장사할거면 해운대 광장에서 줄1시간 서서 국...,https://place.map.kakao.com/11266313,외식1번가 해운대점,0
2,수입산인데도 너무 비싸요~~~,https://place.map.kakao.com/11266313,외식1번가 해운대점,0
2,고기값 너무 올랐네요.. ,https://place.map.kakao.com/11266313,외식1번가 해운대점,0
5,,https://place.map.kakao.com/11266313,외식1번가 해운대점,1
5,반찬 맛있고 고기 맛있고. ,https://place.map.kakao.com/9368205,일품한우,1
1,이거 소갈비 맞아요? 웬 사태부위같은 결이 있는 고기를 주시지 않나 게다가 저거 두덩이던데 하나처럼 보이게 겹쳐놓으셨던데요...? 갈비인데 갈빗대는 구워주지도 않고 고기 불판에 올리기도 전에 바로 잘라서 가져가시더라구요. 제가 왜 안구워주냐니깐 너무 바짝잘라서 치웠다 왈... 고기랑 같이 먹으려고 시켰던 물냉면은 고기 다먹을때까지 안나와서 후식처럼 먹었네용...,https://place.map.kakao.com/9368205,일품한우,0
4,역시 육질이 다르네요. 굿굿!!,https://place.map.kakao.com/9368205,일품한우,1
4,맛있어요,https://place.map.kakao.com/9368205,일품한우,1
4,맛있고 친절해요. 솔직히 거대나 소우보다는 좀 번잡한데 그래서 더 자주가는? 집 ㅎㅎ,https://place.map.kakao.com/9368205,일품한우,1
1,11시15분도착...11시30분 open ..대기실 기다리라고 해서.. 기다렸지만... 번호표도 필요 없고... 나중에 들어오는 사람들은 그냥 올라감... 이건 뭐 기준도 없고... 카운터 안내에 말해도 시쿤둥하고...완전 짜증남.,https://place.map.kakao.com/23194639,외식1번가 덕천점,0
1,서비스 최악.. 점원들 서비스정신 엉망이네요 특히 카운터 여자분 성질부리고 난리도 아니네요.. 진짜 최악의 가게,https://place.map.kakao.com/23194639,외식1번가 덕천점,0
3,,https://place.map.kakao.com/23194639,외식1번가 덕천점,0
3,외식1번가는 평타이상은 합니다~,https://place.map.kakao.com/23194639,외식1번가 덕천점,0
2,안바빠도 불친절하네요~ 컨셉인가봐요~ 한~ 까칠하네요 반찬과 물냉면도 짜고. . . . . . . 더운데 괜히 갔었나~~,https://place.map.kakao.com/23194639,외식1번가 덕천점,0
1,점심 식구들이랑먹고  4만원  안된다고  주차권 도장도  안찍어 주네요. 식당 영업치고  이런 가계는  처음 봅니다..고기도  평범하더만...  침고  하시고  기십시요.,https://place.map.kakao.com/25039651,대길갈비,0
4,독특한 불판에 맛있는 양념갈비 구울때 많이 튀니 그건 조심,https://place.map.kakao.com/25039651,대길갈비,1
5,,https://place.map.kakao.com/25039651,대길갈비,1
5,"맛, 친절, 깨끗, 착한 가격... 최고입니다    ",https://place.map.kakao.com/25039651,대길갈비,1
4,,https://place.map.kakao.com/25039651,대길갈비,1
5,,https://place.map.kakao.com/453693151,풍원장 엄궁점,1
5,맛있게 잘 먹었어요 항상 맛있다보니 많이 먹어서 올땐 배불러 나옴 ㅋㅋ,https://place.map.kakao.com/453693151,풍원장 엄궁점,1
1,음식맛도  별로고ㅡ불친절 끝판왕ㅡㅡㅡ두번갈곳이 못됨ㅡㅡ야채 상치이파리 3개  치커리 2  개ㅡㅡㅋ ㅋ,https://place.map.kakao.com/453693151,풍원장 엄궁점,0
3,달맞이점 생각하고 갔다가 깜놀 컨테이너 조립한 줄ᆢ건물이 너무 차이나요 가격은 해운대점보다 조금 싸고 대신 메인 반찬도 차이가 나요ᆢ저는 가격 다 받고 다 줬음 싶었어요 음식맛은 거기랑 같아요 강변이지만 뷰는 딱히ᆢ달맞이점이 너무 먼데 고기정찬이 먹고싶다면 여기 ,https://place.map.kakao.com/453693151,풍원장 엄궁점,0
1,불친절 끝판왕집,https://place.map.kakao.com/453693151,풍원장 엄궁점,0
